"STATION","DATE","DP01","DP10","DP1X","DSND","EMNT","EMXP","EMXT","PRCP","TAVG","TMAX","TMIN"
"USW00014735","1959-11","15","9","1","0","-8.9","42.4","20.6","112.9","3.5","8.5","-1.4"
"USW00014735","1959-12","12","6","0","10","-17.8","22.1","9.4","72.8","-1.1","2.2","-4.5"
"USW00014735","1960-01","13","6","0","25","-20.0","17.3","6.1","64.0","-5.2","-0.9","-9.5"
"USW00014735","1960-02","8","7","0","25","-15.6","22.6","12.2","72.5","-2.2","1.9","-6.3"
"USW00014735","1960-03","10","6","0","27","-18.3","13.5","18.3","42.9","-3.1","1.5","-7.6"
"USW00014735","1960-04","16","7","1","0","-3.9","25.4","27.8","106.5","9.8","15.5","4.0"
"USW00014735","1960-05","15","9","0","0","-0.6","17.5","28.9","84.7","15.8","22.0","9.5"
"USW00014735","1960-06","9","6","0","0","6.1","19.1","31.7","68.6","19.5","25.9","13.1"
"USW00014735","1960-07","12","8","2","0","9.4","68.6","32.8","149.7","20.8","27.0","14.6"
"USW00014735","1960-08","9","6","1","0","6.7","35.3","33.3","81.2","21.0","26.9","15.1"
